IMR,DISTRICT,FD,STATE,FS,POPULATION,BCG,DPT_1,DPT_2,DPT_3,PENTA_1,PENTA_2,PENTA_3,OPV_0,OPV_1,OPV_2,OPV_3,HEP_B0,HEP_B1,HEP_B2,HEP_B3,MEAS_1,MEAS_2,JE_1,M_FI_9_11,F_FI_9_11,T_FI_9_11,DPT_1B,OPV_B,MMR_V,DPT5_2B,TT_10,TT_16,AEFI_A,AEFI_D,AEFI_O,IS_P,IS_H,IS_ASHA,JE_16M,dropout_gap_percent,asha_efficiency_ratio,IMR_TARGET,IMR_TARGET_NUM
LOW,Udhampur,NPD,JAMMU & KASHMIR,HF,555357,10533.25,0,0,0,11311,11031,10963,7739,11306,11031,10930,6588.5,0,0,2,8145,10127,0,5500,4800,10301,10234,10237,25,10190,9169,6694,0,0,0,5966,5641,5345,0,2.2049225072983174,9.624439774775505,LOW,0
LOW,Bokaro,NPD,JHARKHAND,HF,2061918,47435.75,12399,13411,14336,34801,33033,32162,28563,45451,44804,44658,18238.5,11813,12771,13708,34610,37454,1149,24340,21542,45882,37103,36539,0,15124,19787,21512,400,0,134,24416,22585,14455,5079,3.2754831535287203,7.010463073701282,LOW,0
LOW,Chatra,NPD,JHARKHAND,HF,1042304,23644.5,6590,6881,7073,20047,18718,17432,10332,24740,23495,22093,4874.75,6059,6392,6660,18538,17547,795,12885,11333,24218,19403,18072,0,6677,9015,9319,563,0,81,13081,12703,11548,900,0.0,11.079301240329118,LOW,0
LOW,Deoghar,NPD,JHARKHAND,HF,1491879,38094.5,8404,9472,10208,26487,24907,23541,22758,34360,33770,33155,18083.0,8495,9379,10113,23105,27316,0,16229,14477,30707,27242,27102,0,18417,18178,15899,192,0,45,19664,18950,16778,0,19.3925632309126,11.24622037041878,LOW,0
LOW,Dhanbad,NPD,JHARKHAND,HF,2682662,55383.0,13147,14280,15365,42561,40369,39325,26742,55091,54265,54292,11789.0,12920,13948,15031,43586,42618,769,30760,27380,58141,42838,42579,0,15806,13955,12568,429,0,188,26769,25810,20332,1408,0.0,7.57903902914344,LOW,0
LOW,Dumka,PD,JHARKHAND,HF,1321096,30758.0,7263,8142,8846,23462,22520,21591,16992,29222,28620,28464,12763.5,7154,8050,8759,24011,24772,19235,15672,14643,30315,26593,25718,0,11356,16939,13545,496,0,917,23098,22420,20362,18624,1.4402757006307303,15.412960148240552,LOW,0
LOW,Garhwa,NPD,JHARKHAND,HF,1322387,29893.25,7899,8734,9364,25843,23986,22577,14700,32740,31748,30766,11670.5,7652,8556,9245,22443,26274,185,15386,14254,29640,26523,26460,32,13476,9639,9936,0,0,0,15669,15321,14428,1825,0.8471812198405995,10.91057307732154,LOW,0
LOW,Giridih,NPD,JHARKHAND,HF,2445203,60324.5,14152,15745,16888,47346,44207,41609,22111,60148,59016,57539,17499.5,13587,15436,16383,42445,45440,35107,29381,25936,55318,45179,45646,7,10121,15117,14902,254,0,142,28964,27809,22691,41627,8.29928138650134,9.27980212685818,LOW,0
LOW,Godda,PD,JHARKHAND,HF,1311382,32026.75,7933,8992,9817,24456,23036,21690,19171,31785,31330,30875,16200.5,7920,8941,9799,22751,23570,24,15406,14368,29774,25024,24837,5,6198,9417,7976,836,0,1301,19236,18935,17076,10,7.033963795889374,13.021377447608707,LOW,0
LOW,Gumla,PD,JHARKHAND,HF,1025656,21009.5,4964,5406,5733,17469,16462,16130,15012,22033,22064,21988,10006.0,4850,5416,5811,16461,19388,0,11730,11349,23079,19590,19164,43,9554,11762,15100,117,0,192,19304,19088,17787,0,0.0,17.342071805751637,LOW,0
LOW,Hazaribagh,NPD,JHARKHAND,HF,1734005,39004.5,9065,9790,10444,29950,27822,26479,25500,39668,37346,36548,15827.0,9458,9751,10445,29387,33073,3353,19213,16484,35697,33580,33689,157,18723,15728,19217,265,0,93,21800,21249,19477,6772,8.479790793369995,11.232378222669485,LOW,0
LOW,Jamtara,NPD,JHARKHAND,HF,790207,18522.5,4359,4923,5367,14467,13502,12887,11090,18560,18040,17813,8594.5,4384,4905,5343,13368,16088,1768,9497,8827,18324,15729,16006,5,11169,12787,10909,145,0,6,13142,12570,11663,19783,1.0716695910379268,14.75942379654951,LOW,0
LOW,Khunti,NPD,JHARKHAND,HF,530299,10609.75,2725,3057,3341,9082,8784,8513,7001,11378,11459,11454,4719.25,2679,3009,3281,8969,10740,0,6180,5885,12065,11102,10910,0,6492,7281,9616,36,0,6,9534,9435,8955,0,0.0,16.88669976748966,LOW,0
LOW,Kodarma,NPD,JHARKHAND,HF,717169,19715.25,4401,4791,5126,14040,13104,12626,8981,16704,16198,15905,6077.25,5238,4926,5121,12650,13173,49,8638,7454,16092,14580,13576,13,5158,6238,6307,30,0,19,9582,9299,8442,0,18.37790542853882,11.771284034864864,LOW,0
LOW,Latehar,PD,JHARKHAND,HF,725673,17548.0,4501,4970,5482,14847,13876,13117,7578,18110,18034,17490,5287.0,4424,4937,5361,14006,15215,424,9086,8405,17491,16186,16027,27,7354,10027,11833,17,0,5,13314,12550,11406,2361,0.32482334169136085,15.717823317113908,LOW,0
LOW,Lohardaga,PD,JHARKHAND,HF,461738,11530.25,2747,3012,3221,9241,8868,8728,8511,11781,11625,11653,7017.0,2707,2931,3129,8682,10206,21,5904,5619,11523,10365,10342,62,5996,5583,5755,257,0,402,8866,8645,7453,1,0.06287808156804926,16.141188292928025,LOW,0
LOW,Pakaur,PD,JHARKHAND,HF,899200,25523.25,6483,7234,7806,19927,18473,17295,12510,25040,24369,23779,7875.25,6016,6738,7643,20078,21328,18562,12172,11524,23697,21727,21297,0,7372,9970,9061,355,0,72,16430,15993,12002,15240,7.155240809849843,13.347419928825623,LOW,0
LOW,Palamu,PD,JHARKHAND,HF,1936319,49593.0,11067,12228,13076,36315,34335,32741,30305,46927,46260,45486,18596.5,10669,11835,12702,33052,37642,26195,22080,19998,42078,38243,38476,11,10524,17199,21660,11,0,41,23648,22749,21122,29044,15.153348254794025,10.908326572222862,LOW,0
LOW,Pashchimi Singhbhum,PD,JHARKHAND,HF,1501619,35684.5,8973,9629,10299,27631,26797,26133,18764,35748,35298,35213,12058.75,8433,9350,10037,27657,25322,2813,18263,17346,35610,29875,29405,391,12158,16004,16500,20,0,249,27416,27102,24685,26961,0.20877411761409015,16.438923588473507,LOW,0
LOW,Purbi Singhbhum,NPD,JHARKHAND,HF,2291032,41486.0,10023,10822,12055,30312,29538,28889,34473,40967,40782,40962,23055.0,10302,10163,10978,32410,29526,434,22813,20968,43782,36895,36861,28,22169,17379,14754,154,0,1054,23255,22837,19001,1491,0.0,8.293642341093445,LOW,0
LOW,Ramgarh,NPD,JHARKHAND,HF,949159,20401.25,4742,4995,5179,15684,14780,14020,12948,19934,19362,18742,7428.75,4689,5032,5227,14228,14732,142,9720,9000,18720,15745,15690,28,7731,8591,10579,145,0,250,8486,8202,7430,7107,8.240916610501808,7.827982456047932,LOW,0
LOW,Ranchi,NPD,JHARKHAND,HF,2912022,69629.25,18045,18631,19414,46721,44770,43727,46083,63512,62367,61653,25419.5,18322,18327,19067,51567,62828,946,36953,33112,70066,60736,60921,0,26422,27797,32706,266,0,984,32293,31811,25633,11717,0.0,8.802474706578453,LOW,0
LOW,Sahibganj,PD,JHARKHAND,HF,1150038,31615.5,7204,7984,8410,23234,20574,18816,17934,29096,27088,25522,14742.5,7017,7846,8319,20146,18867,3939,13459,12180,25639,18983,18677,0,3293,8529,8635,145,0,134,17385,16807,14686,34745,18.903702297923488,12.770012816967787,LOW,0
LOW,Saraikela(Kharsawan),PD,JHARKHAND,HF,1063458,24734.5,5425,5986,6420,19133,18369,17935,13362,24133,23973,24055,9517.5,5402,5978,6499,18991,21395,295,13344,12565,25909,20776,21448,7,12929,12114,11725,9,0,26,17514,17467,15103,1563,0.0,14.201783239206438,LOW,0
LOW,Simdega,PD,JHARKHAND,HF,599813,11387.0,2854,3110,3396,8817,8642,8610,7375,11498,11671,11740,3906.0,2325,3202,3841,10034,10970,2,6686,6412,13098,11012,10936,13,4808,4746,5083,2,0,0,10767,10678,9990,0,0.0,16.655190867820473,LOW,0
LOW,Bagalkote,PD,KARNATAKA,NHF,1890826,47843.0,684,598,585,42612,41759,43208,31849,42389,41685,43029,29887.5,584,496,450,29612,23778,94,21176,19698,40875,34148,34421,1299,24205,28471,24883,4,0,33,15188,14400,9648,1,14.564304077921536,5.1025319093348624,LOW,0
LOW,Bangalore Rural,NPD,KARNATAKA,NHF,987257,9496.25,39,10,9,14295,14116,14096,8565,14295,14110,14075,7686.0,88,58,65,10456,9633,0,7224,6598,13823,12975,13079,72,10190,10154,9045,8,0,12,7066,6778,4457,0,0.0,4.514528638439637,LOW,0
LOW,Bangalore Urban,NPD,KARNATAKA,NHF,9588910,127455.5,1264,999,909,122715,123427,127074,111568,122369,122976,127090,101299.75,1530,930,942,91411,85060,43,66927,63968,130895,124910,124572,6083,112010,97354,76465,17,1,32,28788,27345,12296,0,0.0,1.2823146739306137,LOW,0
LOW,Belgaum,NPD,KARNATAKA,NHF,4778439,101567.0,883,774,836,98623,96099,95303,77584,98007,95966,94550,48996.5,953,702,791,67111,58167,100,45126,41610,86737,86247,86311,2892,75913,74007,65729,15,0,96,30231,29909,25836,14,14.601199208404307,5.4067866096020065,LOW,0
LOW,Bellary,PD,KARNATAKA,NHF,2532383,59978.25,206,166,188,59913,58687,60669,36496,59732,58602,60367,31582.75,350,201,279,43147,40766,41222,28113,26106,54219,53873,54242,2348,25909,29211,23323,45,0,301,19949,19802,13394,45553,9.602230808668143,5.289089367603557,LOW,0
LOW,Bidar,NPD,KARNATAKA,NHF,1700018,36736.0,275,194,166,38494,36274,36106,29218,38327,35838,35691,23049.0,276,168,149,24120,20202,3,16710,15609,32320,27745,27596,760,12452,16058,13655,29,0,36,15462,14551,10850,0,12.020905923344948,6.382285364037322,LOW,0
LOW,Bijapur,NPD,KARNATAKA,NHF,2175102,64703.75,622,482,518,56170,52734,53194,39870,55397,52943,53147,28466.25,464,247,234,36267,31809,30127,25018,22889,47908,43981,43697,1798,31411,30381,22746,28,0,45,18177,17535,13368,27420,25.957923613391802,6.145918674158729,LOW,0
LOW,Chamrajnagar,NPD,KARNATAKA,NHF,1020962,10194.5,155,95,134,14143,13710,13783,9906,13946,13612,13676,8473.5,119,101,81,9877,8471,27,6586,5941,12527,12032,12059,230,8944,10673,10572,15,0,163,6595,6316,4901,3,0.0,4.800374548709943,LOW,0
LOW,Chikkaballapur,NPD,KARNATAKA,NHF,1254377,16278.25,319,288,394,21172,20509,20750,15039,21123,20498,20847,12880.5,382,277,411,15094,13018,12704,10847,10258,21105,18477,18470,913,13446,15146,15207,9,0,745,9974,9134,7875,13897,0.0,6.278016896036838,LOW,0
LOW,Chikmagalur,NPD,KARNATAKA,NHF,1137753,13544.0,106,18,26,15661,15469,15628,13086,15647,15441,15600,12159.0,22,19,27,10901,9663,7,7390,6607,13998,13743,13781,706,10457,12107,12965,5,0,13,7110,6865,5724,0,0.0,5.030968936139917,LOW,0
LOW,Chitradurga,NPD,KARNATAKA,NHF,1660378,24179.0,65,35,51,29227,28868,28950,20596,28916,28538,28643,18246.75,246,226,237,20492,18435,18505,14057,12541,26598,24772,24887,1709,15379,16936,14497,29,0,245,19233,18121,12852,21292,0.0,7.740406100297643,LOW,0
LOW,Dakshina Kannada,NPD,KARNATAKA,NHF,2083625,29433.0,19,15,6,31894,31369,31178,27123,31872,31342,31208,23831.25,3,3,5,22319,18249,0,15492,14349,29842,27608,28581,1250,20171,21205,22978,10,0,32,9258,9213,6770,0,0.0,3.249145119683244,LOW,0
LOW,Davanagere,NPD,KARNATAKA,NHF,1946905,38082.75,1069,840,798,37679,35643,35760,33185,38035,35950,36057,29390.75,1761,671,608,25844,21655,19962,20013,18066,38080,30049,30099,2078,15506,18610,16300,14,0,256,17995,17575,13009,20357,0.007221117172473101,6.681887405908352,LOW,0
LOW,Dharwad,NPD,KARNATAKA,NHF,1846993,37125.75,26,19,21,37067,36618,37212,33119,37044,36569,37113,22559.5,62,59,70,27107,24519,24803,18780,17442,36222,34322,34154,3361,26388,28265,25701,2,0,16,14992,14441,7404,27380,2.4342942566816834,4.008677888871262,LOW,0
LOW,Gadag,PD,KARNATAKA,NHF,1065235,18403.75,3,2,4,20399,20120,20444,13993,20403,20124,20447,12961.75,0,0,2,14393,13183,0,9993,9217,19210,18162,18162,11,14246,15930,14386,6,0,602,8443,8222,5732,0,0.0,5.380972273723639,LOW,0
LOW,Gulbarga,PD,KARNATAKA,NHF,2564892,72587.25,918,718,785,63995,61807,65372,47901,62674,61457,65143,37717.75,1243,1015,1027,45471,37055,213,29963,28386,58349,49364,48907,3878,31079,38208,35189,65,0,71,24165,22647,15026,288,19.615359446734793,5.858336335409054,LOW,0
LOW,Hassan,NPD,KARNATAKA,NHF,1776221,22652.5,1,1,8,25439,25467,25262,21810,25363,25387,25194,21556.25,17,11,17,17725,16623,0,12145,11137,23282,22315,22293,75,17312,19453,21526,2,0,37,20122,19317,14526,0,0.0,8.17803640425375,LOW,0
LOW,Haveri,NPD,KARNATAKA,NHF,1598506,29075.25,123,68,94,31765,31013,31534,22361,31592,30906,31772,20781.0,132,33,89,22252,21102,97,15426,14106,29532,28971,28835,342,22413,23735,21803,22,0,328,14228,14060,12081,5,0.0,7.5576819855540105,LOW,0
LOW,Kodagu,NPD,KARNATAKA,NHF,554762,7271.0,18,11,9,8091,8040,7452,6567,8087,8037,7455,6117.5,8,4,4,5341,5136,2,3712,3452,7165,7045,7060,44,6540,7123,7632,3,1,390,4368,4337,2977,0,1.4578462384816395,5.36626517317336,LOW,0
LOW,Kolar,NPD,KARNATAKA,NHF,1540231,21479.0,55,38,42,26739,25532,25442,20463,26755,25510,25340,17677.5,203,129,145,18358,17674,17237,11873,10974,22847,23201,23225,136,13314,12394,10894,0,0,5,11794,11240,8210,20300,0.0,5.330369275777465,LOW,0
LOW,Koppal,PD,KARNATAKA,NHF,1391292,35125.75,231,215,249,31323,30440,30304,28647,31342,30647,30353,21752.25,233,213,219,21335,19255,20049,14523,13576,28099,26380,26446,1094,16985,21726,19969,48,0,1155,15163,14679,10917,19969,20.00455506288122,7.8466633891375785,LOW,0
LOW,Mandya,NPD,KARNATAKA,NHF,1808680,19721.75,11,1,1,23786,23517,23863,18690,23806,23505,23866,15824.0,19,20,22,17379,16464,17008,12426,10844,23270,22347,22368,59,18957,20977,22033,5,1,6,13728,13598,10772,21663,0.0,5.955724616847646,LOW,0
LOW,Mysore,NPD,KARNATAKA,NHF,2994744,41747.0,278,502,255,43124,42327,42536,38857,43032,42059,42226,36162.25,800,703,711,30561,25252,1,21447,19630,41077,38684,38595,655,34336,36200,34249,0,0,2,17579,16318,13877,0,1.6049057417299446,4.633785058088438,LOW,0
LOW,Raichur,PD,KARNATAKA,NHF,1924773,51619.75,284,195,237,47349,46036,47069,36633,47160,45799,46753,29842.75,419,309,453,32775,29807,30529,22109,20947,43056,42145,41583,1015,30803,28765,24257,91,0,126,19167,18291,12422,30922,16.590064849209845,6.453748052367734,LOW,0
LOW,Ramanagar,NPD,KARNATAKA,NHF,1082739,12811.0,301,293,291,14228,14178,14170,9318,14469,14385,14387,9121.25,271,256,248,10396,9277,2,7129,6370,13499,13260,13229,567,9076,7819,7877,2,2,2,7323,6525,4510,1,0.0,4.165362104810116,LOW,0
LOW,Shimoga,NPD,KARNATAKA,NHF,1755512,26407.0,9,7,13,28592,28177,28778,25026,28275,27895,28535,22514.25,8,6,4,19958,17691,2,13862,12702,26564,25545,25476,1193,18163,19885,18991,11,0,175,16049,14730,11462,4,0.0,6.5291493307935236,LOW,0
LOW,Tumkur,NPD,KARNATAKA,NHF,2681449,34155.25,0,1,0,42293,41834,42356,29808,42265,41824,42436,27330.25,0,0,0,29694,26745,0,19692,17599,37292,35921,35872,118,26510,28054,30752,4,1,46,25976,22621,17442,1,0.0,6.504692052692406,LOW,0
LOW,Udupi,NPD,KARNATAKA,NHF,1177908,14666.25,531,450,405,15616,15384,15445,13727,15059,14786,14713,10082.5,532,505,403,11292,9668,0,7239,6812,14051,14455,14444,1553,10443,10114,10679,7,1,19,7985,7935,5755,0,4.195005539930112,4.885780553319953,LOW,0
LOW,Uttara Kannada,NPD,KARNATAKA,NHF,1436847,22177.0,87,109,83,23272,22823,22249,19704,23261,22804,22234,16792.25,237,190,206,15934,14863,2,10676,10153,20829,20543,20618,974,18092,17251,17177,5,0,92,12253,11850,7669,5,6.078369481895658,5.337381085112054,LOW,0
LOW,Yadgir,PD,KARNATAKA,NHF,1172985,34347.0,1257,1046,1025,30529,29457,30036,22790,30944,29906,30571,16673.25,729,488,485,21151,12334,107,13842,13254,27096,21968,21856,7124,13480,18630,17830,34,0,369,12169,11656,8400,52,21.111014062363527,7.161216895356718,LOW,0
LOW,Alappuzha,NPD,KERALA,NHF,2121943,19049.25,7,17,14,23776,24085,23693,18612,23936,24050,23679,12299.5,46,33,34,18005,323,3456,11162,10724,21886,24309,24288,17043,22628,22235,21313,14,0,345,9258,9258,9053,21323,0.0,4.2663728479040195,LOW,0
LOW,Ernakulam,NPD,KERALA,NHF,3279860,38999.75,16,18,16,42847,43849,43741,38363,42913,43875,43843,16856.25,107,67,18,31337,377,23,22241,21348,43589,43748,43706,33298,36850,34266,34137,9,0,286,10671,10662,9171,6,0.0,2.796155933484966,LOW,0
LOW,Idukki,NPD,KERALA,NHF,1107453,13309.0,13,7,3,15292,15107,14563,12659,15389,15110,14552,8191.25,154,6,18,10407,372,0,7299,6997,14296,15656,15636,11233,13567,12990,13307,2,1,19,12351,12284,9550,1,0.0,8.623390789496257,LOW,0
LOW,KOZHIKKODE,NPD,KERALA,NHF,3089543,55338.75,23,30,27,50426,48560,47379,53946,49714,47973,46717,30574.5,95,4,30,33816,6168,1,22537,21671,44209,45357,44728,31143,33601,30380,30926,13,1,217,20433,20383,14846,16,20.112037225271624,4.805241422436911,LOW,0
LOW,Kannur,NPD,KERALA,NHF,2525637,41259.25,84,86,103,40381,38960,38586,39340,39085,37483,37094,18967.5,98,11,45,29634,2807,3,19131,18323,37454,36774,34765,22615,30028,26915,28099,10,1,148,11040,11020,10149,5,9.222780346225392,4.018392191752022,LOW,0
LOW,Kasaragod,PD,KERALA,NHF,1302600,22154.5,124,102,99,26599,26552,25765,21679,26299,26209,25451,7399.0,101,55,26,18213,7020,10,13179,12449,25628,24340,23897,10731,19188,19581,20852,9,0,154,6194,6187,5486,22,0.0,4.211576846307385,LOW,0
LOW,Kollam,NPD,KERALA,NHF,2629703,27960.5,4,10,5,32320,33106,32877,27559,32298,33083,32861,24179.75,9,14,36,24969,1187,2,16501,15876,32377,32788,32743,25498,30675,31230,30079,13,3,840,19024,19023,18381,10,0.0,6.989762722254186,LOW,0
LOW,Kottayam,NPD,KERALA,NHF,1979384,25033.0,28,4,8,24717,23541,23151,24855,24715,23519,23149,19292.0,69,52,46,17577,407,2,11844,11375,23220,23489,23479,19911,21626,21411,20398,3,0,26,8766,8736,7383,7,7.24243997922742,3.7299483071501034,LOW,0
LOW,Malappuram,PD,KERALA,NHF,4110956,88970.0,513,389,174,89850,86022,81830,74188,85440,80477,75936,28477.75,1314,453,228,60942,17670,6,39881,38362,78243,78017,72384,34646,47801,46377,35455,26,1,265,31093,31048,28471,7,12.056873103293245,6.925639680891744,LOW,0
LOW,Palakkad,PD,KERALA,NHF,2810892,37542.25,226,231,204,41022,41288,40114,36312,40727,40925,39808,17791.25,210,117,182,32785,4946,9,20909,20610,41519,39149,38693,24488,28892,21158,18980,8,1,124,25620,25589,23157,7,0.0,8.238310116503943,LOW,0
LOW,Pathanamthitta,NPD,KERALA,NHF,1195537,14657.25,2,2,4,15813,15048,14727,14613,15811,15046,14726,13804.75,0,1,26,10829,225,4,6986,6809,13796,14424,14413,12258,12868,13846,13922,6,0,35,6751,6751,5996,8,5.875931706152246,5.015319475683312,LOW,0
LOW,Thiruvananthapuram,NPD,KERALA,NHF,3307284,45044.75,85,87,101,46528,45817,45563,44558,46470,45801,45685,34583.75,556,282,260,33342,1556,2269,22636,21825,44462,48129,45305,35090,38600,34735,29803,24,0,232,29252,29151,26624,39761,1.2937134738232536,8.05010999962507,LOW,0
LOW,Thrissur,NPD,KERALA,NHF,3110327,39961.5,398,403,513,41983,42083,41446,39204,41948,41923,41442,19513.0,803,524,591,30881,1984,0,20985,20074,41060,39598,39582,25965,33403,30764,32768,4,0,51,10359,10321,9452,0,0.0,3.0389087706855262,LOW,0
LOW,Wayanad,NPD,KERALA,NHF,816558,13651.5,41,47,42,15025,14669,14223,13084,14982,14454,14065,11322.75,9,8,12,9881,2028,0,6573,6248,12821,13329,13101,7964,9294,10632,11435,11,0,132,9748,9736,8424,0,6.0835805589129395,10.316474763580786,LOW,0
LOW,Lakshadweep,NPD,LAKSHADWEEP,NHF,64429,811.75,479,488,510,609,574,539,789,1032,1012,1001,737.0,496,495,515,846,677,3,552,481,1034,939,941,27,643,801,846,0,0,20,470,432,428,0,0.0,6.642971332784927,LOW,0
HIGH,Agar Malwa,NPD,MADHYA PRADESH,HF,480000,10485.75,1765,2258,2594,10907,10771,10588,9806,12610,12961,13056,9884.5,1756,2267,2583,9933,11510,5,6671,6004,12675,11926,12088,2,7079,10675,10132,51,0,411,7701,7591,5767,0,0.0,12.014583333333334,HIGH,1
HIGH,Alirajpur,PD,MADHYA PRADESH,HF,728677,19013.25,3411,3634,3927,15851,14467,13252,12396,18718,17741,16785,11593.0,3514,3753,3946,15481,12236,0,8980,8774,17754,16061,16071,0,8190,15364,13146,9,0,63,18241,17000,14815,0,6.623012898899451,20.33136767044932,HIGH,1
HIGH,Anuppur,PD,MADHYA PRADESH,HF,749521,11516.75,2230,2528,2778,10895,10526,10068,8804,12817,12892,12651,7362.5,2270,2551,2773,10739,10116,0,6645,6125,12770,12569,12516,0,11833,12862,11075,14,0,37,12522,12354,10303,0,0.0,13.746112517194314,HIGH,1
HIGH,Ashok Nagar,NPD,MADHYA PRADESH,HF,844979,16541.5,2803,3093,3484,16531,15943,15424,13885,19277,18955,18831,12875.25,2862,3092,3480,16741,17141,0,8847,8344,17191,17327,17476,1,9101,16857,16200,24,0,69,12548,12206,10064,0,0.0,11.910355168589989,HIGH,1
HIGH,Balaghat,NPD,MADHYA PRADESH,HF,1701156,28393.0,4035,4637,5290,23211,22485,21762,23319,27025,27038,26835,20318.5,4041,4650,5260,20495,22080,0,14123,13486,27610,25493,25760,0,24070,27912,29797,48,0,322,20940,20766,17269,0,2.7577219737259187,10.151332388093744,HIGH,1
HIGH,Barwani,PD,MADHYA PRADESH,HF,1385659,38981.0,5791,6617,7396,33544,31748,30414,24937,38927,38060,37471,23700.25,5743,6535,7307,31618,34032,5,19536,17949,37486,34394,34213,0,26268,24949,21571,0,0,4,24944,24334,23042,0,3.8352017649624175,16.628910864794296,HIGH,1
HIGH,Betul,NPD,MADHYA PRADESH,HF,1575247,25345.75,4260,4750,5167,22320,21479,20882,18930,25936,25845,25719,17443.5,4235,4694,5115,20199,24318,0,13949,13175,27124,25564,25992,0,22900,26374,25187,3,0,21,21178,21037,18864,0,0.0,11.975264831483571,HIGH,1
HIGH,Bhind,NPD,MADHYA PRADESH,HF,1703562,29448.25,4929,5899,6574,29537,27157,25373,28720,34425,32666,31567,25980.5,5078,5971,6517,28079,29219,0,17573,15257,32830,29719,29806,0,20490,33050,33956,14,0,95,20592,20588,16901,0,0.0,9.920977340419663,HIGH,1
HIGH,Bhopal,NPD,MADHYA PRADESH,HF,2368145,48193.5,7659,8492,9261,33593,31597,30461,43771,39741,39193,38840,38952.75,7612,8540,9409,35135,29897,0,21470,19744,41214,36096,35905,0,25977,18469,17414,20,0,832,18171,17686,12990,0,14.482243456067728,5.485306009556003,HIGH,1
HIGH,Burhanpur,NPD,MADHYA PRADESH,HF,756993,16808.75,2495,2744,3057,14596,13920,13408,12169,16955,16616,16442,11833.0,2506,2778,3086,13910,12192,4,8670,8143,16813,14729,14710,5,10049,10364,9166,38,0,621,10476,10293,8641,0,0.0,11.414900798290077,HIGH,1
HIGH,Chhatarpur,PD,MADHYA PRADESH,HF,1762857,38883.75,6431,7183,8118,34909,32827,31873,34063,40838,39606,39434,32394.0,6439,7185,8098,30750,37421,0,21733,19199,40932,38151,38039,0,31406,34049,30807,7,0,52,21943,21079,17941,0,0.0,10.17722934985651,HIGH,1
HIGH,Chhindwada,NPD,MADHYA PRADESH,HF,2090306,32603.0,5840,6478,7014,29817,28710,28028,30346,34743,34679,34502,27342.75,5845,6378,6880,26846,28700,2,17648,16425,34073,32746,32846,14,24055,30194,29057,2,0,9,31642,31015,26299,0,0.0,12.581411525393891,HIGH,1
HIGH,Damoh,PD,MADHYA PRADESH,HF,1263703,24871.25,4167,4947,5408,23124,21977,21101,22019,26868,26578,26147,19782.0,4223,4933,5377,22479,23562,75,15748,14569,30318,26157,26707,94,23682,24537,24691,6,0,4,17870,17984,15501,1,0.0,12.266331566831765,HIGH,1
HIGH,Datia,NPD,MADHYA PRADESH,HF,786375,12504.0,1929,2138,2315,11415,10650,9936,10664,13354,12760,12219,9271.25,2025,2125,2330,9515,11364,8,6269,5378,11648,11385,11330,1,8985,10132,9481,1,0,311,10697,10639,9569,0,6.8458093410108765,12.168494674932443,HIGH,1
HIGH,Dewas,NPD,MADHYA PRADESH,HF,1563107,26948.5,4673,5525,6090,27549,27020,26049,25525,31258,31848,31660,22144.75,4687,5553,6097,25048,25091,5,15907,14723,30631,28849,29333,0,18323,24149,23421,52,0,78,19281,19029,14493,1,0.0,9.27191804527777,HIGH,1
HIGH,Dhar,NPD,MADHYA PRADESH,HF,2184672,38931.0,7814,8609,9645,40299,38570,37933,33598,48205,47203,47729,31701.25,7282,8614,9674,39628,39281,5,24932,23003,47935,44346,44289,0,39683,41236,38514,33,0,35,34836,34430,32054,1,0.0,14.672225395848896,HIGH,1
HIGH,Dindori,PD,MADHYA PRADESH,HF,704218,11817.5,2391,2741,3132,13541,13271,13047,10476,15889,16019,16145,9737.25,2388,2744,3120,13279,14724,0,8886,8298,17184,15292,15443,0,8786,14868,13145,0,0,0,13920,13893,13742,0,0.0,19.513843724528485,HIGH,1
HIGH,Guna,NPD,MADHYA PRADESH,HF,1240938,24891.0,4530,5004,5578,25340,23487,22298,24661,29622,28341,27837,24260.75,4823,5292,5776,20888,24296,5,13967,12901,26868,24416,24429,20,16955,22966,22701,13,0,179,17453,17333,13336,0,0.0,10.746709344060703,HIGH,1
HIGH,Gwalior,NPD,MADHYA PRADESH,HF,2030543,30682.25,6564,7178,8047,32477,30847,29311,34783,38924,37727,36590,26814.75,6762,7446,7864,30098,30268,0,19632,17223,36855,33831,34022,0,23263,23108,23496,43,0,205,17444,16938,11190,0,0.0,5.510841188785463,HIGH,1
HIGH,Harda,NPD,MADHYA PRADESH,HF,570302,10122.25,1603,1971,2202,8950,8360,7896,7438,9563,9862,9668,5912.75,1746,2082,2193,7544,9040,0,5156,4669,9825,9799,9833,3,10991,10915,10958,0,0,75,8367,7683,6317,0,2.936600064214972,11.076587492240954,HIGH,1
HIGH,Hoshangabad,NPD,MADHYA PRADESH,HF,1240975,23019.75,3288,3624,4222,18464,17714,17641,20576,21550,21238,21692,18336.75,3553,3626,4148,17413,19909,0,11143,10101,21244,20332,21066,3,15960,19415,20315,1,0,33,16610,16290,14777,0,7.714028171461463,11.907572674711417,HIGH,1
HIGH,Indore,NPD,MADHYA PRADESH,HF,3272335,66941.5,9936,11345,12399,50530,47955,47147,43058,59310,59042,59271,40360.0,9596,11349,12509,49156,45351,45,31925,29304,61230,54711,54611,12,48480,44180,42121,13,0,119,20052,19524,11056,0,8.53207651456869,3.378627188231034,HIGH,1
